prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
8,Booker Prize,Booker Prize,Booker Foundation,1991,Fiction,294,shortlisted,Amis,Martin,"Amis, Martin",man,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,English Literature,36913662,5,Time's Arrow
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1991,Fiction,33,winner,Boyd,William,"Boyd, William",man,unknown,True,White British,British,unknown,University of Oxford,Language and Literature,English Literature,111500719,36,Brazzaville Beach
3,Costa First Novel Award,Whitbread First Novel,Whitbread,1991,Fiction,167,winner,Burn,Gordon,"Burn, Gordon",man,unknown,True,White British,English,none,none,none,none,51988764,42,Alma Cogan
8,Booker Prize,Booker Prize,Booker Foundation,1991,Fiction,286,shortlisted,Doyle,Roddy,"Doyle, Roddy",man,unknown,False,Irish,Irish,Bachelors,University College Dublin,Multiple,English and Geography,17301306,77,The Van
4,Costa Novel Award,Whitbread Novel,Whitbread,1991,Fiction,168,winner,Gardam,Jane,"Gardam, Jane",woman,unknown,True,White British,English,Bachelors,University of London,Language and Literature,English Literature,70213168,114,The Queen of the Tambourine
7,Costa Children's Book Award,Whitbread Children's Novel,Whitbread,1991,Children'S,170,winner,Hendry,Diana,"Hendry, Diana",woman,unknown,True,White British,English,unknown,University of Bristol,unknown,unknown,117170358,138,Harvey Angell
6,Costa Poetry Award,Whitbread Poetry,Whitbread,1991,Poetry,169,winner,Longley,Michael,"Longley, Michael",man,unknown,True,White British,Northern Irish,Bachelors,"Trinity College, Dublin",Language and Literature,Classics,39398205,182,Gorse Fires
8,Booker Prize,Booker Prize,Booker Foundation,1991,Fiction,260,shortlisted,Mistry,Rohinton,"Mistry, Rohinton",man,unknown,False,Asian,Indian Canadian,Bachelors,Bombay University/University of Toronto,Multiple,Mathematics and Economics/English and Philosophy,29581388,225,Such a Long Journey
8,Booker Prize,Booker Prize,Booker Foundation,1991,Fiction,23,shortlisted,Mo,Timothy,"Mo, Timothy",man,unknown,True,Asian,Cantonese British,Bachelors,University of Oxford,unknown,unknown,76339491,229,The Redundancy of Courage
8,Booker Prize,Booker Prize,Booker Foundation,1991,Fiction,293,winner,Okri,Ben,"Okri, Ben",man,unknown,False,African,Nigerian British,Bachelors,Queen's University,unknown,unknown,76380613,251,The Famished Road
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1991,No/Any/Multi Genre,166,winner,Richardson,John,"Richardson, John",man,queer,True,White British,British,unknown,Slade School of Art,unknown,unknown,109464483,270,A Life of Picasso I: The Prodigy
5,Costa Biography Award,Whitbread Biography,Whitbread,1991,Biography,166,winner,Richardson,John,"Richardson, John",man,queer,True,White British,British,unknown,Slade School of Art,unknown,unknown,109464483,270,A Life of Picasso I: The Prodigy
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1991,Sff,512,winner,Simmons,Dan,"Simmons, Dan",man,unknown,False,Non-UK White,White American,Masters,Washington University,Education,Education,107011235,659,The Fall of Hyperion
8,Booker Prize,Booker Prize,Booker Foundation,1991,Fiction,153,shortlisted,Trevor,William,"Trevor, William",man,unknown,True,Irish,Irish,Bachelors,"Trinity College, Dublin",History and Cultural Studies,History,101362985,339,Reading Turgenev
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1991,Crime,490,winner,Vine,Barbara,"Vine, Barbara",woman,unknown,True,White British,British,none,none,none,none,98146313,626,King Solomon's Carpet
7,Costa Children's Book Award,Whitbread Children's Novel,Whitbread,1992,Children'S,165,winner,Cross,Gillian,"Cross, Gillian",woman,unknown,True,White British,British,Doctorate,University of Sussex,unknown,unknown,13038315,63,The Great Elephant Chase
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1992,Crime,489,winner,Dexter,Colin,"Dexter, Colin",man,queer,True,White British,English,Bachelors,University of Cambridge,Language and Literature,Classics,35243485,625,The Way Through the Woods
5,Costa Biography Award,Whitbread Biography,Whitbread,1992,Biography,163,winner,Glendinning,Victoria,"Glendinning, Victoria",woman,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,Modern Languages,4943929,119,Trollope
4,Costa Novel Award,Whitbread Novel,Whitbread,1992,Fiction,162,winner,Gray,Alasdair,"Gray, Alasdair",man,unknown,True,White British,Scottish,unknown,Glasgow Scool of Art,Arts,Design and Mural Painting,114328115,121,Poor Things
6,Costa Poetry Award,Whitbread Poetry,Whitbread,1992,Poetry,164,winner,Harrison,Tony,"Harrison, Tony",man,unknown,True,White British,English,Postgraduate,unknown,unknown,unknown,109297940,132,The Gaze of the Gorgon
8,Booker Prize,Booker Prize,Booker Foundation,1992,Fiction,291,shortlisted,Hope,Christopher,"Hope, Christopher",man,unknown,True,Non-UK White,White South African,unknown,University of the Witwatersrand,unknown,unknown,108733442,145,Serenity House
8,Booker Prize,Booker Prize,Booker Foundation,1992,Fiction,270,shortlisted,McCabe,Patrick,"McCabe, Patrick",man,unknown,False,Irish,Irish,unknown,St Patrick's Training College,unknown,unknown,113858716,202,The Butcher Boy
8,Booker Prize,Booker Prize,Booker Foundation,1992,Fiction,17,shortlisted,McEwan,Ian,"McEwan, Ian",man,unknown,True,White British,English,Masters,University of East Anglia,Writing,Creative Writing,109587997,210,Black Dogs
8,Booker Prize,Booker Prize,Booker Foundation,1992,Fiction,290,winner,Ondaatje,Michael,"Ondaatje, Michael",man,unknown,False,Asian,Dutch Sri Lankan Canadian,Masters,McGill University,Language and Literature,English Literature,111941870,252,The English Patient
8,Booker Prize,Booker Prize,Booker Foundation,1992,Fiction,292,shortlisted,Roberts,Michèle,"Roberts, Michèle",woman,unknown,True,White British,French British,Bachelors,University of Oxford,Language and Literature,English Literature,61642536,274,Daughters of the House
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1992,Sff,511,winner,Robinson,Kim Stanley,"Robinson, Kim Stanley",man,unknown,False,Non-UK White,White American,Doctorate,"University of California, San Diego",Language and Literature,Science Fiction,44318934,658,Red Mars
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1992,Fiction,32,winner,Sinclair,Iain,"Sinclair, Iain",man,unknown,True,White British,Welsh,Bachelors,University of Cambridge,Language and Literature,English Literature,37065843,298,Downriver
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1992,No/Any/Multi Genre,161,winner,Torrington,Jeff,"Torrington, Jeff",man,unknown,True,White British,Scottish,none,none,none,none,79396668,335,Swing Hammer Swing!
3,Costa First Novel Award,Whitbread First Novel,Whitbread,1992,Fiction,161,winner,Torrington,Jeff,"Torrington, Jeff",man,unknown,True,White British,Scottish,none,none,none,none,79396668,335,Swing Hammer Swing!
8,Booker Prize,Booker Prize,Booker Foundation,1992,Fiction,280,winner,Unsworth,Barry,"Unsworth, Barry",man,unknown,True,White British,English,Bachelors,University of Manchester,Language and Literature,English Literature,54168450,344,Sacred Hunger
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1993,No/Any/Multi Genre,158,winner,Brady,Joan,"Brady, Joan",woman,unknown,True,Non-UK White,White American,Bachelors,Columbia University,Philosophy and Theology,Philosophy,24930291,38,Theory of War
4,Costa Novel Award,Whitbread Novel,Whitbread,1993,Fiction,158,winner,Brady,Joan,"Brady, Joan",woman,unknown,True,Non-UK White,White American,Bachelors,Columbia University,Philosophy and Theology,Philosophy,24930291,38,Theory of War
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1993,Poetry,542,winner,Carson,Ciaran,"Carson, Ciaran",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English,85621766,695,First Language: Poems
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1993,Crime,488,winner,Cornwell,Patricia,"Cornwell, Patricia",woman,queer,False,Non-UK White,White American,Bachelors,Davidson College,Language and Literature,English,36976332,624,Cruel and Unusual
3,Costa First Novel Award,Whitbread First Novel,Whitbread,1993,Fiction,159,winner,Cusk,Rachel,"Cusk, Rachel",woman,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English Literature,318745,64,Saving Agnes
8,Booker Prize,Booker Prize,Booker Foundation,1993,Fiction,286,winner,Doyle,Roddy,"Doyle, Roddy",man,unknown,False,Irish,Irish,Bachelors,University College Dublin,Multiple,English and Geography,17301306,76,Paddy Clarke Ha Ha Ha
6,Costa Poetry Award,Whitbread Poetry,Whitbread,1993,Poetry,85,winner,Duffy,Carol Ann,"Duffy, Carol Ann",woman,queer,True,White British,Scottish,Bachelors,University of Liverpool,Philosophy and Theology,Philosophy,114321106,78,Mean Time
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1993,Sff,510,winner,Evans,Christopher,"Evans, Christopher",man,unknown,True,White British,Welsh,Masters,Swansea University,unknown,unknown,27290860,657,Aztec Century
7,Costa Children's Book Award,Whitbread Children's Novel,Whitbread,1993,Children'S,146,winner,Fine,Anne,"Fine, Anne",woman,unknown,True,White British,British,unknown,unknown,Politics and Economics,Politics and History,17258209,96,Flour Babies
8,Booker Prize,Booker Prize,Booker Foundation,1993,Fiction,287,shortlisted,Fischer,Tibor,"Fischer, Tibor",man,unknown,True,Non-UK White,Hungarian British,Bachelors,University of Cambridge,Language and Literature,Latin and French,66560509,98,Under the Frog
8,Booker Prize,Booker Prize,Booker Foundation,1993,Fiction,288,shortlisted,Ignatieff,Michael,"Ignatieff, Michael",man,unknown,False,Non-UK White,Russian Canadian,Doctorate,Harvard University,unknown,unknown,108356200,151,Scar Tissue
8,Booker Prize,Booker Prize,Booker Foundation,1993,Fiction,289,shortlisted,Malouf,David,"Malouf, David",man,queer,True,Jewish,British Jewish Lebanese Australian,Bachelors,University of Queensland,unknown,unknown,9850098,192,Remembering Babylon
5,Costa Biography Award,Whitbread Biography,Whitbread,1993,Biography,160,winner,Motion,Andrew,"Motion, Andrew",man,unknown,True,White British,English,Masters,University of Oxford,Language and Literature,Literature,108893413,236,Philip Larkin: A Writer's Life
8,Booker Prize,Booker Prize,Booker Foundation,1993,Fiction,30,shortlisted,Phillips,Caryl,"Phillips, Caryl",man,unknown,True,Caribbean,Kittitian British,Bachelors,University of Oxford,Language and Literature,Literature,61589936,261,Crossing the River
8,Booker Prize,Booker Prize,Booker Foundation,1993,Fiction,261,shortlisted,Shields,Carol,"Shields, Carol",woman,unknown,False,Non-UK White,White American Canadian,Masters,University of Ottawa,Language and Literature,English Literature,4944537,294,The Stone Diaries
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1993,Fiction,31,winner,Tremain,Rose,"Tremain, Rose",woman,unknown,True,White British,English,Bachelors,University of East Anglia,Language and Literature,English Literature,49285360,337,Sacred Country
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1994,Sff,508,winner,Banks,Iain M,"Banks, Iain M",man,unknown,True,White British,Scottish,Bachelors,University of Stirling,Multiple,"English Literature, Philosophy and Psychology",73864945,656,Feersum Endjinn
8,Booker Prize,Booker Prize,Booker Foundation,1994,Fiction,284,shortlisted,Brown,George Mackay,"Brown, George Mackay",man,unknown,True,White British,Scottish,Masters,University of Edinburgh,Language and Literature,English Literature,100270317,39,Beside the Ocean of Time
3,Costa First Novel Award,Whitbread First Novel,Whitbread,1994,Fiction,154,winner,D'Aguiar,Fred,"D'Aguiar, Fred",man,unknown,True,Caribbean,Guyanese British,Bachelors,University of Kent,History and Cultural Studies,African and Caribbean Studies,115553031,65,The Longest Memory
6,Costa Poetry Award,Whitbread Poetry,Whitbread,1994,Poetry,156,winner,Fenton,James,"Fenton, James",man,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,English Literature,108728657,93,Out of Danger
8,Booker Prize,Booker Prize,Booker Foundation,1994,Fiction,282,shortlisted,Gunesekera,Romesh,"Gunesekera, Romesh",man,unknown,True,Asian,Sri Lankan Sinhalese,Bachelors,University of Liverpool,Multiple,English and Philosophy,85314372,123,Reef
8,Booker Prize,Booker Prize,Booker Foundation,1994,Fiction,283,shortlisted,Gurnah,Abdulrazak,"Gurnah, Abdulrazak",man,unknown,True,African,Tanzanian British,Doctorate,University of Kent,Language and Literature,African Literature,69037521,124,Paradise
8,Booker Prize,Booker Prize,Booker Foundation,1994,Fiction,29,shortlisted,Hollinghurst,Alan,"Hollinghurst, Alan",man,queer,True,White British,English,Masters,University of Oxford,Language and Literature,English Literature,90719312,141,The Folding Star
8,Booker Prize,Booker Prize,Booker Foundation,1994,Fiction,281,winner,Kelman,James,"Kelman, James",man,unknown,True,White British,Scottish,unknown,unknown,unknown,unknown,111431072,166,"How late it was, how late"
5,Costa Biography Award,Whitbread Biography,Whitbread,1994,Biography,155,winner,Maddox,Brenda,"Maddox, Brenda",woman,unknown,True,Non-UK White,American British,Bachelors,Harvard University,Language and Literature,English Literature,66492576,190,D H Lawrence: The Married Man
7,Costa Children's Book Award,Whitbread Children's Novel,Whitbread,1994,Children'S,118,winner,McCaughrean,Geraldine,"McCaughrean, Geraldine",woman,unknown,True,White British,British,unknown,Canterbury Christ Church University,unknown,unknown,54191408,206,Gold Dust
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1994,Poetry,541,winner,Muldoon,Paul,"Muldoon, Paul",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English,64048541,694,The Annals of Chile
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1994,Fiction,30,winner,Phillips,Caryl,"Phillips, Caryl",man,unknown,True,Caribbean,Kittitian British,Bachelors,University of Oxford,Language and Literature,Literature,61589936,261,Crossing the River
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1994,No/Any/Multi Genre,153,winner,Trevor,William,"Trevor, William",man,unknown,True,Irish,Irish,Bachelors,"Trinity College, Dublin",History and Cultural Studies,History,101362985,338,Felicia's Journey
4,Costa Novel Award,Whitbread Novel,Whitbread,1994,Fiction,153,winner,Trevor,William,"Trevor, William",man,unknown,True,Irish,Irish,Bachelors,"Trinity College, Dublin",History and Cultural Studies,History,101362985,338,Felicia's Journey
8,Booker Prize,Booker Prize,Booker Foundation,1994,Fiction,285,shortlisted,Walsh,Jill Paton,"Walsh, Jill Paton",woman,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,English Literature,41968,348,Knowledge of Angels
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1994,Crime,481,winner,Walters,Minette,"Walters, Minette",woman,unknown,True,White British,English,Bachelors,Durham University,Language and Literature,French,79704,623,The Schold's Bridle
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1995,No/Any/Multi Genre,65,winner,Atkinson,Kate,"Atkinson, Kate",woman,unknown,True,White British,English,Masters,Dundee University,Language and Literature,English Literature,120584857,9,Behind the Scenes at the Museum
3,Costa First Novel Award,Whitbread First Novel,Whitbread,1995,Fiction,65,winner,Atkinson,Kate,"Atkinson, Kate",woman,unknown,True,White British,English,Masters,Dundee University,Language and Literature,English Literature,120584857,9,Behind the Scenes at the Museum
8,Booker Prize,Booker Prize,Booker Foundation,1995,Fiction,279,winner,Barker,Pat,"Barker, Pat",woman,unknown,True,White British,English,unknown,University of Cambridge,Multiple,Philosophy and English,98651598,23,The Ghost Road
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1995,Sff,509,winner,Baxter,Stephen,"Baxter, Stephen",man,unknown,True,White British,English,unknown,University of Southampton,Maths and Sciences,Engineering,32155411,655,The Time Ships
8,Booker Prize,Booker Prize,Booker Foundation,1995,Fiction,141,shortlisted,Cartwright,Justin,"Cartwright, Justin",man,unknown,True,Non-UK White,White South African,Bachelors,University of Oxford,Politics and Economics,"Politics, Philosophy and Economics",54460956,50,In Every Face I Meet
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1995,Poetry,540,winner,Doty,Mark,"Doty, Mark",man,queer,False,Non-UK White,White American,Masters,Goddard College,Writing,Creative Writing,84141526,693,My Alexandria
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1995,Fiction,29,winner,Hollinghurst,Alan,"Hollinghurst, Alan",man,queer,True,White British,English,Masters,University of Oxford,Language and Literature,English Literature,90719312,141,The Folding Star
5,Costa Biography Award,Whitbread Biography,Whitbread,1995,Biography,150,winner,Jenkins,Roy,"Jenkins, Roy",man,queer,True,White British,British,Bachelors,University of Oxford,unknown,unknown,68965748,159,Gladstone
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1995,Crime,479,winner,McDermid,Val,"McDermid, Val",woman,queer,True,White British,Scottish,Bachelors,University of Oxford,Language and Literature,English,85313207,622,The Mermaids Singing
7,Costa Children's Book Award,Beefeater Children's Novel,Whitbread,1995,Children'S,152,winner,Morpurgo,Michael,"Morpurgo, Michael",man,unknown,True,White British,English,Bachelors,"King's College, London",unknown,unknown,27084898,233,The Wreck of the Zanzibar
6,Costa Poetry Award,Whitbread Poetry,Whitbread,1995,Poetry,151,winner,O'Donoghue,Bernard,"O'Donoghue, Bernard",man,unknown,False,Irish,Irish,unknown,Cornell University,Writing,Creative Writing,34553683,244,Gunpowder
4,Costa Novel Award,Whitbread Novel,Whitbread,1995,Fiction,149,winner,Rushdie,Salman,"Rushdie, Salman",man,unknown,True,Asian,Indian British,Masters,University of Cambridge,History and Cultural Studies,History,29540187,282,The Moor's Last Sigh
8,Booker Prize,Booker Prize,Booker Foundation,1995,Fiction,149,shortlisted,Rushdie,Salman,"Rushdie, Salman",man,unknown,True,Asian,Indian British,Masters,University of Cambridge,History and Cultural Studies,History,29540187,282,The Moor's Last Sigh
8,Booker Prize,Booker Prize,Booker Foundation,1995,Fiction,280,shortlisted,Unsworth,Barry,"Unsworth, Barry",man,unknown,True,White British,English,Bachelors,University of Manchester,Language and Literature,English Literature,54168450,343,Morality Play
8,Booker Prize,Booker Prize,Booker Foundation,1995,Fiction,262,shortlisted,Winton,Tim,"Winton, Tim",man,unknown,False,Non-UK White,White Australian,Bachelors,Western Australian Institute of Technology,Writing,Creative Writing,61597721,356,The Riders
8,Booker Prize,Booker Prize,Booker Foundation,1996,Fiction,190,shortlisted,Atwood,Margaret,"Atwood, Margaret",woman,unknown,False,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,11,Alias Grace
4,Costa Novel Award,Whitbread Novel Award,Whitbread,1996,Fiction,24,winner,Bainbridge,Beryl,"Bainbridge, Beryl",woman,unknown,True,White British,English,none,none,none,none,4142979,19,Every Man for Himself
8,Booker Prize,Booker Prize,Booker Foundation,1996,Fiction,24,shortlisted,Bainbridge,Beryl,"Bainbridge, Beryl",woman,unknown,True,White British,English,none,none,none,none,4142979,19,Every Man for Himself
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,1996,Sff,508,winner,Banks,Iain M,"Banks, Iain M",man,unknown,True,White British,Scottish,Bachelors,University of Stirling,Multiple,"English Literature, Philosophy and Psychology",73864945,654,Excession
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1996,Fiction,376,shortlisted,Blackburn,Julia,"Blackburn, Julia",woman,unknown,True,White British,British,unknown,unknown,unknown,unknown,56745497,495,The Book of Colour
8,Booker Prize,Booker Prize,Booker Foundation,1996,Fiction,277,shortlisted,Deane,Seamus,"Deane, Seamus",man,unknown,False,Irish,Irish,Doctorate,University of Cambridge,Language and Literature,Literature,108344790,69,Reading in the Dark
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1996,Fiction,54,winner,Dunmore,Helen,"Dunmore, Helen",woman,unknown,True,White British,English,Bachelors,University of York,Language and Literature,English Literature,79148136,494,A Spell of Winter
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1996,Crime,487,winner,Elton,Ben,"Elton, Ben",man,unknown,True,Jewish,Jewish British,Bachelors,University of Manchester,Arts,Drama,24743920,621,Popcorn
7,Costa Children's Book Award,Whitbread Children's Book of the Year,Whitbread,1996,Children'S,146,winner,Fine,Anne,"Fine, Anne",woman,unknown,True,White British,British,unknown,unknown,Politics and Economics,Politics and History,17258209,97,The Tulip Touch
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1996,No/Any/Multi Genre,134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,136,The Spirit Level
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,1996,Poetry,134,winner,Heaney,Seamus,"Heaney, Seamus",man,unknown,True,White British,Northern Irish,Bachelors,Queen's University,Language and Literature,English Literature,109557338,136,The Spirit Level
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1996,Fiction,388,shortlisted,Kennedy,Pagan,"Kennedy, Pagan",woman,unknown,False,Non-UK White,White American,unknown,unknown,unknown,unknown,91912648,496,Spinsters
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,1996,Fiction,147,winner,Lanchester,John,"Lanchester, John",man,unknown,True,White British,English,unknown,unknown,unknown,unknown,85382594,173,The Debt to Pleasure
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1996,Biography,148,winner,MacCulloch,Diarmaid,"MacCulloch, Diarmaid",man,queer,True,White British,English,Doctorate,University of Oxford,Philosophy and Theology,Theology,19699840,185,Thomas Cranmer: A Life
8,Booker Prize,Booker Prize,Booker Foundation,1996,Fiction,278,shortlisted,Mackay,Shena,"Mackay, Shena",woman,unknown,True,White British,Scottish,none,none,none,none,49454346,187,The Orchard on Fire
8,Booker Prize,Booker Prize,Booker Foundation,1996,Fiction,260,shortlisted,Mistry,Rohinton,"Mistry, Rohinton",man,unknown,False,Asian,Indian Canadian,Bachelors,Bombay University/University of Toronto,Multiple,Mathematics and Economics/English and Philosophy,29581388,223,A Fine Balance
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1996,Poetry,539,winner,Murray,Les,"Murray, Les",man,unknown,False,Non-UK White,White Australian,Bachelors,Sydney University,Language and Literature,Modern Languages,4940524,692,Subhuman Redneck Poems
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,1996,Fiction,28,winner,Priest,Christopher,"Priest, Christopher",man,unknown,True,White British,English,none,none,none,none,54152946,267,The Prestige
8,Booker Prize,Booker Prize,Booker Foundation,1996,Fiction,26,winner,Swift,Graham,"Swift, Graham",man,unknown,True,White British,English,Bachelors,University of Oxford,Philosophy and Theology,Philosophy and Theology,4942037,318,Last Orders
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1996,Fiction,389,shortlisted,Tan,Amy,"Tan, Amy",woman,unknown,False,Asian,Chinese American,Masters,San Jose State University,Language and Literature,Linguistics,110768273,497,The Hundred Secret Senses
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1996,Fiction,212,shortlisted,Tyler,Anne,"Tyler, Anne",woman,unknown,False,Non-UK White,White American,Bachelors,Duke University,unknown,unknown,39384885,498,Ladder of Years
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1996,Fiction,390,shortlisted,Wiggins,Marianne,"Wiggins, Marianne",woman,unknown,False,Non-UK White,White American,unknown,unknown,unknown,unknown,85439821,499,Eveless Eden
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,Fiction,190,shortlisted,Atwood,Margaret,"Atwood, Margaret",woman,unknown,False,Non-UK White,White Canadian,Masters,Radcliffe College,Language and Literature,English Literature,109322990,11,Alias Grace
4,Costa Novel Award,Whitbread Novel Award,Whitbread,1997,Fiction,9,winner,Crace,Jim,"Crace, Jim",man,unknown,True,White British,English,Bachelors,University of London,Language and Literature,English Literature,66497143,62,Quarantine
8,Booker Prize,Booker Prize,Booker Foundation,1997,Fiction,9,shortlisted,Crace,Jim,"Crace, Jim",man,unknown,True,White British,English,Bachelors,University of London,Language and Literature,English Literature,66497143,62,Quarantine
2,Costa Book of the Year,Whitbread Book of the Year,Whitbread,1997,No/Any/Multi Genre,139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,True,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,147,Tales from Ovid
6,Costa Poetry Award,Whitbread Poetry Award,Whitbread,1997,Poetry,139,winner,Hughes,Ted,"Hughes, Ted",man,unknown,True,White British,English,Bachelors,University of Cambridge,History and Cultural Studies,Archaeology and Anthropology,108232871,147,Tales from Ovid
8,Booker Prize,Booker Prize,Booker Foundation,1997,Fiction,273,shortlisted,Jackson,Mick,"Jackson, Mick",man,unknown,True,White British,British,Masters,University of East Anglia,Writing,Creative Writing,100319867,154,The Underground Man
8,Booker Prize,Booker Prize,Booker Foundation,1997,Fiction,274,shortlisted,MacLaverty,Bernard,"MacLaverty, Bernard",man,unknown,True,White British,Northern Irish,unknown,Queen's University,unknown,unknown,95151565,188,Grace Notes
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,Fiction,350,shortlisted,Madden,Deirdre,"Madden, Deirdre",woman,unknown,True,White British,Northern Irish,Masters,University of East Anglia,Writing,Creative Writing,79077809,490,One by One in the Darkness
3,Costa First Novel Award,Whitbread First Novel Award,Whitbread,1997,Fiction,144,winner,Melville,Pauline,"Melville, Pauline",woman,unknown,True,Black British,British Guyanese,unknown,unknown,unknown,unknown,39508096,216,The Ventriloquist's Tale
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,Fiction,385,shortlisted,Mendelsohn,Jane,"Mendelsohn, Jane",woman,unknown,False,Non-UK White,White American,Bachelors,Yale University,unknown,unknown,114984631,491,I Was Amelia Earhart
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,Fiction,383,winner,Michaels,Anne,"Michaels, Anne",woman,unknown,False,Jewish,Jewish Canadian,Bachelors,University of Toronto,Language and Literature,English Literature,98055768,489,Fugitive Pieces
7,Costa Children's Book Award,Whitbread Children's Book of the Year,Whitbread,1997,Children'S,143,winner,Norriss,Andrew,"Norriss, Andrew",man,unknown,True,White British,Scottish,Bachelors,"Trinity College, Dublin",unknown,unknown,9391250,242,Aquila
8,Booker Prize,Booker Prize,Booker Foundation,1997,Fiction,275,shortlisted,Parks,Tim,"Parks, Tim",man,unknown,True,White British,British,unknown,University of Cambridge,unknown,unknown,112509861,255,Europa
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,1997,Poetry,67,winner,Paterson,Don,"Paterson, Don",man,unknown,True,White British,Scottish,none,none,none,none,40326655,691,God's Gift to Women
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,1997,Fiction,386,shortlisted,Proulx,Annie,"Proulx, Annie",woman,unknown,False,Non-UK White,White American,Masters,Sir George Williams University,History and Cultural Studies,History,113957087,492,Accordion Crimes
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,1997,Crime,486,winner,Rankin,Ian,"Rankin, Ian",man,unknown,True,White British,Scottish,Bachelors,University of Edinburgh,Language and Literature,English Literature,76462000,620,Black and Blue
5,Costa Biography Award,Whitbread Biography Award,Whitbread,1997,Biography,145,winner,Robb,Graham,"Robb, Graham",man,unknown,True,White British,British,Doctorate,Vanderbilt University,Language and Literature,French,92567281,273,Victor Hugo
8,Booker Prize,Booker Prize,Booker Foundation,1997,Fiction,272,winner,Roy,Arundhati,"Roy, Arundhati",woman,unknown,False,Asian,Indian,Bachelors,"School of Planning and Architecture, Delhi",Arts,Architecture,76457869,279,The God of Small Things
