prize_id,prize_alias,prize_name,prize_institution,prize_year,prize_genre,person_id,person_role,last_name,first_name,name,gender,sexuality,uk_residence,ethnicity_macro,ethnicity,highest_degree,degree_institution,degree_field_category,degree_field,viaf,book_id,book_title
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2015,Fiction,235,shortlisted,Waters,Sarah,"Waters, Sarah",woman,queer,True,White British,Welsh British,Doctorate,University of London,Language and Literature,English Literature,74035188,405,The Paying Guests
5,Costa Biography Award,Costa Biography Award,Costa,2015,Biography,66,winner,Wulf,Andrea,"Wulf, Andrea",woman,unknown,True,Non-UK White,German British,unknown,unknown,unknown,unknown,14291251,358,"The Invention of Nature: The Adventures of Alexander von Humboldt, The Lost Hero of Science"
8,Booker Prize,Man Booker Prize,Booker Foundation,2015,Fiction,213,shortlisted,Yanagihara,Hanya,"Yanagihara, Hanya",woman,unknown,False,Asian,Japanese Korean American,unknown,Smith College,unknown,unknown,37146634453341931978,359,A Little Life
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2016,Non-Fiction,628,shortlisted,Alexievich,Svetlana,"Alexievich, Svetlana",woman,unknown,False,Non-UK White,Belarusian,Bachelors,University of Minsk,Writing,Journalism,24646187,790,Second-hand Time
2,Costa Book of the Year,Costa Book of the Year,Costa,2016,No/Any/Multi Genre,14,winner,Barry,Sebastian,"Barry, Sebastian",man,unknown,False,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,28,Days Without End
4,Costa Novel Award,Costa Novel Award,Costa,2016,Fiction,14,winner,Barry,Sebastian,"Barry, Sebastian",man,unknown,False,Irish,Irish,unknown,"Trinity College, Dublin",Language and Literature,Latin and English,86463948,28,Days Without End
8,Booker Prize,Man Booker Prize,Booker Foundation,2016,Fiction,203,winner,Beatty,Paul,"Beatty, Paul",man,unknown,False,Non-White American,Black American,Masters,Brooklyn College,Writing,Creative Writing,93986181,30,The Sellout
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,577,shortlisted,Bernard,Jay,"Bernard, Jay",non-binary,queer,True,Black British,Black British Jamaican,Bachelors,University of Oxford,Language and Literature,English Language and Literature,148016004,737,The Red and Yellow Nothing
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2016,Crime,437,winner,Beverly,Bill,"Beverly, Bill",man,unknown,False,Non-UK White,White American,unknown,University of Florida,unknown,unknown,31249076,556,Dodgers
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2016,Fiction,326,shortlisted,Bond,Cynthia,"Bond, Cynthia",woman,queer,False,Non-White American,Black American,unknown,American Academy of Dramatic Arts,Arts,Acting,305276998,398,Ruby
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2016,Crime,435,shortlisted,Brookmyre,Christopher,"Brookmyre, Christopher",man,unknown,True,White British,Scottish,Bachelors,University of Glasgow,unknown,unknown,64152707,554,Black Widow
5,Costa Biography Award,Costa Biography Award,Costa,2016,Biography,60,winner,Carew,Keggie,"Carew, Keggie",woman,unknown,True,White British,British,unknown,unknown,unknown,unknown,37150170593800012240,47,Dadland
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2016,Children'S,62,winner,Conaghan,Brian,"Conaghan, Brian",man,unknown,True,White British,Scottish,Masters,University of Glasgow,Writing,Creative Writing,305457188,59,The Bombs That Brought Us Together
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,578,shortlisted,Eaves,Will,"Eaves, Will",man,queer,True,White British,British,Bachelors,University of Cambridge,Language and Literature,English,85349089,738,The Inevitable Gift Shop
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2016,Fiction,241,shortlisted,Enright,Anne,"Enright, Anne",woman,unknown,False,Irish,Irish,Masters,University of East Anglia,Writing,Creative Writing,84193881,399,The Green Road
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,579,shortlisted,Godden,Salena,"Godden, Salena",woman,unknown,True,Caribbean,Jamaican Irish,unknown,unknown,unknown,unknown,246144782963762850782,739,LIVEwire
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2016,Crime,423,shortlisted,Herron,Mick,"Herron, Mick",man,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English,24546389,557,Real Tigers
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2016,Sff,495,winner,Hutchinson,Dave,"Hutchinson, Dave",man,unknown,True,White British,British,unknown,unknown,unknown,unknown,46293113,633,Europe in Winter
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2016,Drama,516,winner,Ireland,David,"Ireland, David",man,unknown,True,White British,Northern Irish,unknown,unknown,unknown,unknown,117143471,663,Cyprus Avenue
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2016,Non-Fiction,394,shortlisted,Jefferson,Margo,"Jefferson, Margo",woman,unknown,False,Non-White American,Black American,Masters,Columbia University,Writing,Journalism,15102170,791,Negroland
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,580,shortlisted,Lee-Houghton,Melissa,"Lee-Houghton, Melissa",woman,unknown,True,White British,English,none,none,none,none,260999694,740,Sunshine
8,Booker Prize,Man Booker Prize,Booker Foundation,2016,Fiction,204,shortlisted,Levy,Deborah,"Levy, Deborah",woman,unknown,True,Non-UK White,South African,Bachelors,Middlesex Polytechnic,Arts,Textile Design and Weaving,19937804,176,Hot Milk
8,Booker Prize,Man Booker Prize,Booker Foundation,2016,Fiction,205,shortlisted,Macrae Burnet,Graeme,"Macrae Burnet, Graeme",man,unknown,True,White British,Scottish,unknown,University of St Andrews,unknown,unknown,309848455,189,His Bloody Project
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,581,shortlisted,Man,Harry,"Man, Harry",man,unknown,True,White British,British,Masters,Bath Spa University,Writing,Creative Writing,308772121,741,Finders Keepers
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2016,Fiction,7,winner,Markovits,Benjamin,"Markovits, Benjamin",man,unknown,True,Non-UK White,British American,Masters,University of Oxford,unknown,unknown,79212340,196,You Don't Have to Live Like This
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2016,Non-Fiction,248,shortlisted,Matar,Hisham,"Matar, Hisham",man,unknown,True,African,British Libyan,Masters,University of London,Arts,Architecture,87596371,792,The Return
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2016,Fiction,325,winner,McInerney,Lisa,"McInerney, Lisa",woman,unknown,False,Irish,Irish,Bachelors,University College Cork,Multiple,English and Geography,317186829,397,The Glorious Heresies
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2016,Fiction,327,shortlisted,McKenzie,Elizabeth,"McKenzie, Elizabeth",woman,unknown,False,Non-UK White,White American,Bachelors,"University of California, Santa Cruz",Language and Literature,Literature,33848310,400,The Portable Veblen
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,582,winner,McNish,Hollie,"McNish, Hollie",woman,unknown,True,White British,Scottish,Masters,University of London,Politics and Economics,Development Economics,553149106023268490393,742,Nobody Told Me
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2016,Crime,436,shortlisted,Mina,Denise,"Mina, Denise",woman,unknown,True,White British,Scottish,Doctorate,University of Strathclyde,unknown,unknown,59311376,555,Blood Salt Water
8,Booker Prize,Man Booker Prize,Booker Foundation,2016,Fiction,206,shortlisted,Moshfegh,Ottessa,"Moshfegh, Ottessa",woman,unknown,False,Non-UK White,Croatian-Iranian American,Masters,Brown University,unknown,unknown,313296794,235,Eileen
6,Costa Poetry Award,Costa Poetry Award,Costa,2016,Poetry,61,winner,Oswald,Alice,"Oswald, Alice",woman,unknown,True,White British,English,Bachelors,University of Oxford,Language and Literature,Classics,14019756,253,Falling Awake
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2016,Poetry,527,winner,Polley,Jacob,"Polley, Jacob",man,unknown,True,White British,British,Masters,University of Lancaster,unknown,unknown,43029968,674,Jackself
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2016,Fiction,328,shortlisted,Rothschild,Hannah Mary,"Rothschild, Hannah Mary",woman,unknown,True,Jewish,Jewish British,unknown,unknown,unknown,unknown,260713648,401,The Improbability of Love
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2016,Non-Fiction,627,winner,Sands,Philippe,"Sands, Philippe",man,unknown,True,White British,Jewish French British,unknown,University of Cambridge,Law,International Law,110370798,789,East West Street
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2016,Poetry,583,shortlisted,Smith,Caroline,"Smith, Caroline",woman,unknown,True,White British,British,Bachelors,Goldsmith's College,Arts,Sculpture,,743,The Immigration Handbook
3,Costa First Novel Award,Costa First Novel Award,Costa,2016,Fiction,59,winner,Spufford,Francis,"Spufford, Francis",man,unknown,True,White British,English,unknown,University of Oxford,unknown,unknown,17297316,311,Golden Hill
8,Booker Prize,Man Booker Prize,Booker Foundation,2016,Fiction,207,shortlisted,Szalay,David,"Szalay, David",man,unknown,True,Non-UK White,Hungarian English Canadian,unknown,unknown,unknown,unknown,75848412,320,All That Man Is
8,Booker Prize,Man Booker Prize,Booker Foundation,2016,Fiction,208,shortlisted,Thien,Madeleine,"Thien, Madeleine",woman,unknown,False,Asian,Chinese Canadian,Masters,University of British Columbia,Writing,Creative Writing,74092627,325,Do Not Say We Have Nothing
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2016,Fiction,213,shortlisted,Yanagihara,Hanya,"Yanagihara, Hanya",woman,unknown,False,Asian,Japanese Korean American,unknown,Smith College,unknown,unknown,37146634453341931978,359,A Little Life
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,Fiction,322,shortlisted,Adebayo,Ayobami,"Adebayo, Ayobami",woman,unknown,False,African,Nigerian America,Masters,Obafemi Awolowo University/University of East Anglia,Language and Literature,Literature/Creative Writing,459147266623235480679,393,Stay With Me
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,Fiction,321,winner,Alderman,Naomi,"Alderman, Naomi",woman,unknown,True,Jewish,Jewish British,Bachelors,University of Oxford,Politics and Economics,"Politics, Philosophy and Economics",5223660,392,The Power
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2017,Sff,494,winner,Allan,Nina,"Allan, Nina",woman,unknown,True,White British,British,Masters,University of Oxford,Language and Literature,Russian Literature,29123660,632,The Rift
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,Fiction,199,shortlisted,Auster,Paul,"Auster, Paul",man,unknown,False,Jewish,Jewish American,Masters,Columbia University,Language and Literature,English and Comparative Literature,110344312,15,4 3 2 1
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,Crime,434,shortlisted,Bauer,Belinda,"Bauer, Belinda",woman,unknown,True,White British,British,unknown,unknown,unknown,unknown,29735372,549,The Beautiful Dead
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,577,winner,Bernard,Jay,"Bernard, Jay",non-binary,queer,True,Black British,Black British Jamaican,Bachelors,University of Oxford,Language and Literature,English Language and Literature,148016004,744,Surge: Side A
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,584,shortlisted,Bird,Caroline,"Bird, Caroline",woman,unknown,True,White British,British,unknown,unknown,unknown,unknown,271816004,745,In These Days of Prohibition
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,Crime,412,shortlisted,Celestin,Ray,"Celestin, Ray",man,unknown,True,White British,British,unknown,unknown,unknown,unknown,310632093,550,Dead Man's Blues
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,585,shortlisted,Chingonyi,Kayo,"Chingonyi, Kayo",man,unknown,True,Black British,Zambian British,Masters,University of London,Writing,Creative Writing,35149912591606212659,746,Kumukanda
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,Non-Fiction,622,shortlisted,de Bellaigue,Christopher,"de Bellaigue, Christopher",man,unknown,True,White British,English French,Bachelors,University of Cambridge,unknown,unknown,70045479,784,The Islamic Enlightenment
2,Costa Book of the Year,Costa Book of the Year,Costa,2017,No/Any/Multi Genre,54,winner,Dunmore,Helen,"Dunmore, Helen",woman,unknown,True,White British,English,Bachelors,University of York,Language and Literature,English Literature,79148136,80,Inside the Wave
6,Costa Poetry Award,Costa Poetry Award,Costa,2017,Poetry,54,winner,Dunmore,Helen,"Dunmore, Helen",woman,unknown,True,White British,English,Bachelors,University of York,Language and Literature,English Literature,79148136,80,Inside the Wave
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,586,shortlisted,Ellams,Inua,"Ellams, Inua",man,unknown,True,African,Nigerian,none,none,none,none,106879285,747,#Afterhours
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,Non-Fiction,621,winner,France,David,"France, David",man,queer,False,Non-UK White,White American,unknown,unknown,unknown,unknown,14151842,783,How to Survive a Plague
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,587,shortlisted,Francis,Matthew,"Francis, Matthew",man,unknown,True,White British,British,Doctorate,University of Southampton,Language and Literature,English,106571798,748,The Mabinogi
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,Fiction,200,shortlisted,Fridlund,Emily,"Fridlund, Emily",woman,unknown,False,Non-UK White,White American,Doctorate,University of Southern California,Language and Literature,Literature and Creative Writing,336149066765365602087,109,History of Wolves
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,Fiction,238,shortlisted,Grant,Linda,"Grant, Linda",woman,unknown,True,Jewish,Jewish,Masters,McMaster University,Language and Literature,English Literature,102200710,394,The Dark Circle
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2017,Drama,515,winner,Gupta,Tanika,"Gupta, Tanika",woman,unknown,True,Asian,British Indian,Bachelors,University of Oxford,History and Cultural Studies,Modern History,9334762,662,Lions and Tigers
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,Fiction,201,shortlisted,Hamid,Mohsin,"Hamid, Mohsin",man,unknown,True,Asian,Pakistani British,Juris Doctor,Harvard University,Law,Law,12483166,129,Exit West
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,Crime,433,winner,Harper,Jane,"Harper, Jane",woman,unknown,True,White British,British Australian,Bachelors,University of Kent,Multiple,English and History,2895148997592359870007,548,The Dry
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,Crime,423,shortlisted,Herron,Mick,"Herron, Mick",man,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English,24546389,551,Spook Street
3,Costa First Novel Award,Costa First Novel Award,Costa,2017,Fiction,55,winner,Honeyman,Gail,"Honeyman, Gail",woman,unknown,True,White British,Scottish,Bachelors,University of Glasgow,Language and Literature,French Language and Literature,160147118187926340978,144,Eleanor Oliphant is Completely Fine
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,Non-Fiction,623,shortlisted,Kassabova,Kapka,"Kassabova, Kapka",woman,unknown,True,Non-UK White,Bulgarian,Masters,Victoria University,Writing,English and Creative Writing,51916003,785,Border
1,James Tait Black Prize for Fiction,James Tait Black Prize for Fiction,The University of Edinburgh,2017,Fiction,6,winner,McBride,Eimear,"McBride, Eimear",woman,unknown,True,Irish,Irish,Bachelors,Drama Centre London,Arts,Acting,305332994,200,The Lesser Bohemians
4,Costa Novel Award,Costa Novel Award,Costa,2017,Fiction,56,winner,McGregor,Jon,"McGregor, Jon",man,unknown,True,White British,British,Bachelors,University of Bradford,Arts,Media Technology and Production,98939743,213,Reservoir 13
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,Non-Fiction,624,shortlisted,Mendelsohn,Daniel,"Mendelsohn, Daniel",man,unknown,False,Jewish,Jewish American,Doctorate,Princeton University,Language and Literature,Classics,30710526,786,An Odyssey
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,Crime,428,shortlisted,Miller,Derek B.,"Miller, Derek B.",man,unknown,False,Jewish,Jewish American,Doctorate,unknown,Politics and Economics,International Relations,44067959,552,The Girl in Green
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,Fiction,323,shortlisted,Morgan,CE,"Morgan, CE",woman,unknown,True,Non-UK White,White American,Masters,unknown,unknown,unknown,14238477,395,The Sport of Kings
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,Fiction,202,shortlisted,Mozley,Fiona,"Mozley, Fiona",woman,queer,True,White British,English,Doctorate,University of York,History and Cultural Studies,Medieval Studies,44150565525106251250,237,Elmet
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2017,Crime,415,shortlisted,Mukherjee,Abir,"Mukherjee, Abir",man,unknown,True,Asian,British Indian,unknown,unknown,unknown,unknown,30147118128226340509,553,A Rising Man
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,Non-Fiction,625,shortlisted,O'Connell,Mark,"O'Connell, Mark",man,unknown,False,Irish,Jewish British,Doctorate,"Trinity College, Dublin",Language and Literature,English Literature,305021134,788,To Be a Machine
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,588,shortlisted,Owen,Antony,"Owen, Antony",man,unknown,True,White British,English,unknown,unknown,unknown,unknown,121118494,749,The Nagasaki Elder
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,Fiction,324,shortlisted,Riley,Gwendoline,"Riley, Gwendoline",woman,unknown,True,White British,British,Bachelors,Manchester Metropolitan University,Language and Literature,English Literature,85372369,396,First Love
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2017,Children'S,58,winner,Rundell,Katherine,"Rundell, Katherine",woman,unknown,True,White British,English,Doctorate,University of Oxford,Language and Literature,English Literature,163169611,280,The Explorer
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,Fiction,198,winner,Saunders,George,"Saunders, George",man,unknown,False,Non-UK White,White American,Masters,Syracuse University,Writing,Creative Writing,49395618,286,Lincoln in the Bardo
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2017,Non-Fiction,626,shortlisted,Schama,Simon,"Schama, Simon",man,unknown,True,White British,English,Masters,University of Cambridge,History and Cultural Studies,History,46784579,787,Belonging
8,Booker Prize,Man Booker Prize,Booker Foundation,2017,Fiction,70,shortlisted,Smith,Ali,"Smith, Ali",woman,queer,True,White British,Scottish,unknown,unknown,unknown,unknown,118024365,300,Autumn
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2017,Poetry,589,shortlisted,Stoddart,Greta,"Stoddart, Greta",woman,unknown,True,White British,British,unknown,École Internationale de Théâtre Jacques Lecoq,Arts,Acting,40442203,750,Who's There?
5,Costa Biography Award,Costa Biography Award,Costa,2017,Biography,57,winner,Stott,Rebecca,"Stott, Rebecca",woman,unknown,True,White British,British,Juris Doctor,Syracuse University,Law,Law,24671369,315,In the Days of Rain
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2017,Fiction,208,shortlisted,Thien,Madeleine,"Thien, Madeleine",woman,unknown,False,Asian,Chinese Canadian,Masters,University of British Columbia,Writing,Creative Writing,74092627,325,Do Not Say We Have Nothing
14,TS Eliot Prize,TS Eliot Prize,TS Eliot Foundation,2017,Poetry,526,winner,Vuong,Ocean,"Vuong, Ocean",man,queer,False,Asian,Vietnamese American,Masters,NYU,Writing,Poetry,17145003693061340818,673,Night Sky with Exit Wounds
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,Poetry,590,winner,Antrobus,Raymond,"Antrobus, Raymond",man,unknown,True,Black British,Jamaican British,Masters,University of London,Language and Literature,Spoken Word Education,722157583850633970008,751,The Perserverance
13,James Tait Black Prize for Drama,James Tait Black Prize for Drama,The University of Edinburgh,2018,Drama,514,winner,Barron,Clare,"Barron, Clare",woman,unknown,False,Non-UK White,White American,Bachelors,Yale University,unknown,unknown,239146094350300332691,661,Dance Nation
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,Fiction,316,shortlisted,Batuman,Elif,"Batuman, Elif",woman,unknown,False,Non-UK White,Turkish American,Doctorate,Stanford University,Language and Literature,Comparative Literature,90451685,387,The Idiot
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,Fiction,193,winner,Burns,Anna,"Burns, Anna",woman,unknown,True,White British,Northern Irish,none,none,none,none,85321496,43,Milkman
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,Crime,431,winner,Cavanagh,Steve,"Cavanagh, Steve",man,unknown,True,White British,Northern Irish,unknown,unknown,Law,Law,21144782963693754825,545,The Liar
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,Poetry,591,shortlisted,Doshi,Tishani,"Doshi, Tishani",woman,unknown,True,Asian,Indian Welsh,Masters,Johns Hopkins,Writing,Creative Writing,4456107,752,Girls Are Coming Out of the Woods
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,Fiction,194,shortlisted,Edugyan,Esi,"Edugyan, Esi",woman,unknown,False,African,Ghanaian Canadian,Masters,Johns Hopkins,Writing,Creative Writing,11696535,82,Washington Black
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,Non-Fiction,616,shortlisted,Fry,Hannah,"Fry, Hannah",woman,unknown,True,White British,English,Doctorate,unknown,Maths and Sciences,Fluid Dynamics,314908506,778,Hello World
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,Fiction,317,shortlisted,Gowar,Imogen Hermes,"Gowar, Imogen Hermes",woman,unknown,True,White British,British,Bachelors,University of East Anglia,History and Cultural Studies,"Archaeology, Anthropology and Art History",1985151965362100470003,388,The Mermaid and Mrs. Hancock
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,Fiction,318,shortlisted,Greengrass,Jessie,"Greengrass, Jessie",woman,unknown,True,White British,British,Bachelors,University of Cambridge,Philosophy and Theology,Philosophy,157144782730339052337,389,Sight
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,Crime,423,shortlisted,Herron,Mick,"Herron, Mick",man,unknown,True,White British,British,Bachelors,University of Oxford,Language and Literature,English,24546389,546,London Rules
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,Fiction,195,shortlisted,Johnson,Daisy,"Johnson, Daisy",woman,unknown,True,White British,British,Masters,University of Oxford,Writing,Creative Writing,138147118306026342300,160,Everything Under
10,Women's Prize for Fiction,Women's Prize for Fiction,Women's Prize Trust,2018,Fiction,319,shortlisted,Kandasamy,Meena,"Kandasamy, Meena",woman,unknown,True,Asian,Indian,Doctorate,unknown,Language and Literature,Sociolinguistics,296825710,390,"When I hit you: or, a Portrait of the Writer as a Young Wife"
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,Fiction,196,shortlisted,Kushner,Rachel,"Kushner, Rachel",woman,unknown,False,Non-UK White,White American,Masters,Columbia University,Writing,Creative Writing,20621405,170,The Mars Room
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,Crime,432,shortlisted,Lehane,Dennis,"Lehane, Dennis",man,unknown,False,Irish,Irish American,Masters,Florida International University,Writing,Creative Writing,10004693,547,Since We Fell
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,Non-Fiction,617,shortlisted,Macintyre,Ben,"Macintyre, Ben",man,unknown,True,White British,British,unknown,unknown,unknown,unknown,39453414,779,The Spy and the Traitor
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,Poetry,592,shortlisted,McFarlane,Roy,"McFarlane, Roy",man,unknown,True,Caribbean,Jamaican British,Masters,Newcastle University,Writing,Writing Poetry,241916684,753,The Healing Next Time
7,Costa Children's Book Award,Costa Children's Book Award,Costa,2018,Children'S,53,winner,McKay,Hilary,"McKay, Hilary",woman,unknown,True,White British,English,Bachelors,University of St Andrews,Multiple,"Botany, Zoology and English",79115492,215,The Skylarks' War
6,Costa Poetry Award,Costa Poetry Award,Costa,2018,Poetry,52,winner,Morgan,JO,"Morgan, JO",man,unknown,True,White British,Scottish,unknown,Harvard University,Multiple,Theology and Literature,86088396,232,Assurances
11,Gold Dagger,Gold Dagger,The Crime Writers' Association,2018,Crime,415,shortlisted,Mukherjee,Abir,"Mukherjee, Abir",man,unknown,True,Asian,British Indian,unknown,unknown,unknown,unknown,30147118128226340509,543,A Necessary Evil
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,Non-Fiction,618,shortlisted,Page McBee,Thomas,"Page McBee, Thomas",transman,unknown,False,Non-UK White,White American,unknown,San Fransisco State,unknown,unknown,309822184,780,Amateur
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,Non-Fiction,619,shortlisted,Platt,Stephen R,"Platt, Stephen R",man,unknown,False,Non-UK White,White American,Doctorate,Yale University,History and Cultural Studies,Chinese History,58527487,781,Imperial Twilight
16,Baillie Gifford Prize for Non-Fiction,Baillie Gifford Prize for Non-Fiction,Samuel Johnson Prize for Non-Fiction Limited,2018,Non-Fiction,615,winner,Plokhy,Serhii,"Plokhy, Serhii",man,unknown,False,Non-UK White,Ukrainian,Doctorate,Kiev University,History and Cultural Studies,History,12522767,777,Chernobyl: History of a Tragedy
12,BSFA Award for Best Novel,BSFA Award for Best Novel,British Science Fiction Association,2018,Sff,493,winner,Powell,Gareth L,"Powell, Gareth L",man,unknown,True,White British,British,unknown,unknown,unknown,unknown,93267843,631,Embers of War
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,Fiction,181,shortlisted,Powers,Richard,"Powers, Richard",man,unknown,False,Non-UK White,White American,Masters,University of Illinois,Language and Literature,English Literature,102514617,265,The Overstory
15,Ted Hughes Award for New Work in Poetry,Ted Hughes Award for New Work in Poetry,Poetry Society,2018,Poetry,593,shortlisted,Richardson,Susan,"Richardson, Susan",woman,unknown,True,White British,Welsh,Doctorate,University of Toronto,Arts,Drama,24111237,754,Words the Turtle Taught Me
8,Booker Prize,Man Booker Prize,Booker Foundation,2018,Fiction,197,shortlisted,Robertson,Robin,"Robertson, Robin",man,unknown,True,White British,Scottish,Masters,unknown,unknown,unknown,275210068,275,The Long Take
